,id,created_phase,cleaned_feature
546,111,2,"washer, set, timer, start, readi"
547,111,2,"built, smoke, detector, carbon, monoxid, detector, alarm"
548,111,2,"sensor, tell, someth, leav"
549,111,2,"oven, come, certain, time"
550,111,2,"freezer, alarm, goe, power, isnt, work"
551,111,2,"closet, straighten, coat, throw"
552,115,2,"turn, air, condition, away"
553,115,2,"control, children, open, door, doorbel, ring"
554,115,2,"control, electron, devic, children, access, away"
555,115,2,"monitor, packag, left, front, porchdoorstep"
556,115,2,"alert, let, know, wifi, internet, access"
557,115,2,"access, emerg, contact, touch, button, even, away"
558,115,2,"alert, let, know, refriger, left, open"
559,115,2,"heat, adjust, peopl, enter, exit, room"
560,115,2,"alert, let, know, ive, left, oven, use"
561,115,2,"alert, let, know, electr, wire, chewedexpos"
562,117,2,"televis, alert, call, line"
563,117,2,"babi, crib, alert, infant, wake, via, iphon, appl, watch"
564,117,2,"iphon, alert, dog, distressedbark, via, collar"
565,117,2,"notif, via, phonesmart, watch, let, know, food, readi"
566,117,2,"air, condit, unit, purifi, air, report, air, qualiti"
567,117,2,"laundri, machin, alert, via, phone, notif, cycl, complet"
568,117,2,"dryer, alert, via, phone, notif, dryer, complet"
569,117,2,"abl, turn, light"
570,117,2,"abl, receiv, notif, via, watchphon, vehicl, enter, driveway"
571,117,2,"TV, turn, enter, room, use, voic, command, control"
572,122,2,"alert, text, motion, insid, detect, gone"
573,122,2,"receiv, text, fridg, open"
574,122,2,"phone, alert, carbon, monoxid, level, outsid, normal, rang"
575,122,2,"alert, ive, gone, energi, usag, threshold, heat, AC"
576,122,2,"receiv, preliminari, text, smoke, detector, actual, goe"
577,122,2,"receiv, alert, ive, left, oven, stove, ive, finish, cook"
578,122,2,"receiv, alert, go, rain, door, window, open"
579,122,2,"alert, water, faucet, contain, mani, miner, impur"
580,122,2,"alert, fridg, freezer, temperatur, go, outsid, certain, rang"
581,122,2,"receiv, alert, motion, detect, driveway, front, doorstep"
582,120,2,"televis, turn, favorit, show, walk, room"
583,120,2,"bath, water, temperatur, set, warm"
584,120,2,light
585,120,2,"voic, activ, virtual, assist"
586,120,2,"window, defrost"
587,120,2,"floor, warm"
588,120,2,"fingerprint, scanner, front, door"
589,120,2,"blind, shut"
590,120,2,"solar, panel, power, whole"
591,120,2,"sanit, door, knob, faucet"
592,119,2,"control, temperatur, water, heater"
593,119,2,"camera, throughout"
594,119,2,"self, retract, sky, light"
595,119,2,"water, usuag, detect"
596,119,2,"retract, blind"
597,119,2,"gate, know, who, enter"
598,119,2,"temperatur, control, room"
599,119,2,alert
600,119,2,sensor
601,119,2,"light, turn, enter, leav, room"
602,114,2,"showerhead, alert, use, amount, predetermin"
603,114,2,"door, lock, even"
604,114,2,"central, heat, air, know, weather, outsid, adjust, accordingli"
605,114,2,"music, play, shower"
606,114,2,light
607,114,2,"refriger, track, long, milk, insid"
608,114,2,"toilet, sens, much, flush"
609,114,2,"speaker, throughout, sens, room, play, appropri, room"
610,114,2,"door, lock, temporari, access, code, ad, share, other"
611,114,2,"refriger, let, speak, groceri, list, transcrib, item, email"
612,123,2,"ring, bell, meal, time"
613,123,2,"app, let, manag, acheat"
614,123,2,"app, let, manag, stovega"
615,123,2,"TV, lock, kid, bed, time"
616,123,2,"app, ring, vitamin, due"
617,123,2,"app, sens, mood"
618,123,2,"tile, absorb, water, washroom, shower"
619,123,2,"tile, sens, water"
620,123,2,"light, start, fade, final, turn, fall, asleep"
621,123,2,"carpet, sens, kid, fall"
622,126,2,"identifi, parti, guest, door, open"
623,126,2,"block, area, pet, access, time, day"
624,126,2,"keep, track, quantiti, ingredi"
625,126,2,"abl, order, food, item, commonli, use, run, short"
626,126,2,"regularli, track, weight, anim, scale, hidden, cat, flap"
627,126,2,"verifi, identifi, pet, let"
628,126,2,"track, item, remov, pantri, fridg"
629,126,2,"keyless, entri"
630,126,2,"abil, track, humid, level, room"
631,126,2,"keep, track, guest, favorit, food"
632,128,2,"monitor, util, usag, cost"
633,128,2,"notifi, immedi, leav, without, turn, oven, leav, food, long"
634,128,2,"voic, recognit, featur, allow, voic, activ, tv, music"
635,128,2,"notifi, pet, sneak"
636,128,2,"notifi, food, water, level, pet, dish, low"
637,128,2,"want, light, come, backyard, deck"
638,128,2,"track, energi, usag, environment, impact, differ, util"
639,128,2,"track, differ, allergen, air, includ, part, hair, dust, particl"
640,128,2,"track, differ, babi, gate, open"
641,128,2,"track, much, util, occup, use"
642,129,2,"kitchen, tabl, tell, cook, dinner, base, run, schedul, fridg, show, cook"
643,129,2,"plant, tell, need, water"
644,129,2,"thermostat, detect, bodi, temperatur, locat, room"
645,129,2,"bed, detect, sleep, pattern"
646,129,2,"famili, portrait, live, room, interact"
647,129,2,"orb, lamp, glow, daili, up, down, portfolio"
648,129,2,"tv, determin, mood, base, email, text, social, media, post, phone, call, day, month, factor"
649,129,2,"entir, detect, subtl, hint, psycholog, abnorm, whether, depress, unknown, genet, defect, get, express, small, still, percept, physic, irregular, movement"
650,129,2,"archiv, everyth, locat"
651,129,2,"window, detect, sound, wave"
652,130,2,"notifi, via, phone, show, pictur, open, front, door"
653,130,2,"pet, feeder, let, know, contain, empti"
654,130,2,"send, text, via, phone, time, chang, ac, heater, filter"
655,130,2,"bread, machin, start, readi, morn"
656,130,2,"robot, vacuum, cleaner, start, twice, week"
657,130,2,"swim, pool, clean, period, basi"
658,130,2,"voic, activ, warn, energi, cost, certain, amount"
659,130,2,"tell, car, need, gasolin"
660,130,2,"inform, favorit, ice, cream, almost, gone"
661,130,2,"alarm, turn, preset, time"
662,131,2,"thermostat, set, ideal, temperatur, detect, present"
663,131,2,"devic, offic, need, work, turn, time"
664,131,2,"light, tv, turn, detect, intrud"
665,131,2,"bathtub, fill, set, hot, temperatur, add, bubbl, bath, solut, push, button"
666,131,2,"lawn, mower, devic, cut, grass, detect, certain, height, similar, roomba, vacuum, robot"
667,131,2,"autom, clean, devic, get, pool, readi, detect, temperatur, outsid, becom, warm, test, Ph, water, appli, necessari, chemic"
668,131,2,"refriger, freezer, let, know, food, expir, provid, recip, base, fridg, freezer"
669,131,2,"pantri, cabinet, keep, track, current, stock, food, let, know, run, low, possibl, even, order, servic, like, amazon, run"
670,131,2,"coffe, machin, know, mani, peopl, prepar, proper, portion, coffe, peopl"
671,131,2,"An, one, devic, capabl, wash, dri, fold, cloth"
672,132,2,"abl, monitor, time, spent, per, room"
673,132,2,"To, alert, certain, groceri, use"
674,132,2,"alert, possibl, damag"
675,132,2,"To, abl, access, away"
676,132,2,"alert, chang, environment, issu"
677,132,2,"alert, danger, situat, surround, area"
678,132,2,"start, self, clean, litter, box"
679,132,2,"kitchen, alert, leav, applianc, shouldnt"
680,132,2,"alert, favorit, show, dvr"
681,132,2,"monitor, energi, usag"
682,133,2,"abil, monitor, dog, water, bowl"
683,133,2,"plant, water, regularli"
684,133,2,"light, turn, present"
685,133,2,"televis, turn, favorit, sport, team, play"
686,133,2,"alert, child, start, cri"
687,133,2,"door, shut, leav, open, unattend"
688,133,2,"coffe, made, everi, morn, , AM"
689,133,2,"gutter, clean, full"
690,133,2,"extern, door, lock, , second"
691,133,2,"oven, clean, period"
692,135,2,"abl, play, around, softwar, screen, around"
693,135,2,"devic, help, prepar, food, quickli"
694,135,2,"self, clean, litterbox"
695,135,2,"music, move, next, room"
696,135,2,"way, switch, im, watch, one, screen, move, anoth, room"
697,135,2,"digit, way, view, wardrob, select, piec, make, outfit, brought"
698,135,2,"someth, track, bodi, need, nutritionwis, throughout, day, monitor, everi, morn, alert, might, get, sick"
699,135,2,"light, electron, sens, ive, fallen, asleep, adjust"
700,135,2,"door, open, via, sensor, hand, full"
701,135,2,"devic, mix, cocktail, allow, choos, want, made"
702,136,2,"abl, turn, stove"
703,136,2,"open, garag, door"
704,136,2,"wifi, coffe, machin"
705,136,2,"control, temperatur, spray, shower"
706,136,2,"abl, control, bright, room, turn, leav, room"
707,136,2,"high, resolut, night, vision, camera, babi"
708,136,2,"abl, monitor, carbon, monoxid, level"
709,136,2,"play, favorit, music, wirelessli"
710,136,2,"listen, latest, nfl, score"
711,136,2,"feedback, brush, techniqu"
712,141,2,"kid, activ, monitor, help, technolog"
713,141,2,"want, bore, well, indic, water, ground, level, pump, water, requir"
714,141,2,"check, puriti, qualiti, water, use, drink"
715,141,2,"electr, monitor, help, daili, report, mobil"
716,141,2,"monitor, pet, health, problem, detect, devic"
717,141,2,"kid, internet, work, monitor, help, mobil, phone"
718,141,2,"know, kid, school, class, go, live"
719,141,2,"daili, purchas, need, monitor, done, help, mobil, applic"
720,141,2,"know, weather, condit, mobil"
721,141,2,"store, control, rain, water, water, plant, help, technolog"
722,142,2,"pool, pump, turn, set, amount, time, set"
723,142,2,"tv, turn, select, show"
724,142,2,"coffe, machin, turn, "
725,142,2,"alert, phone, packag, left, doorstep"
726,142,2,"driveway, light, turn, sun, goe"
727,142,2,"alert, dog, stand, back, door"
728,142,2,"notifi, whenver, water, leak, faucet"
729,142,2,"heat, floor, turn, "
730,142,2,"alert, enter, properti"
731,142,2,"alert, energi, usag, appropach, amount, set, month"
732,144,2,"wall, take, design, color, pattern, choos, time, select, smartphon"
733,144,2,"weekli, meal, plan, gener, base, nutrit, need, prefer, well, famili, shop, list, gener, obtain, need, item"
734,144,2,"inventori, taken, groceri, person, item, shop, list, sent, smartphon"
735,144,2,"mail, taken, sort, relev, type"
736,144,2,"surfac, detect, report, sanit, level, real, time"
737,144,2,"televis, playlist, gener, stream, servic, base, like, recommend"
738,144,2,"chore, board, manag, smartphon, send, notif, children, lock, certain, activ, smartphon, chore, complet, verifi"
739,144,2,"wall, display, concert, footag, adjust, acoust, room, optim, sound, display, light, effect"
740,144,2,"virtual, inventori, closet, daili, suggest, outfit, paid, fashionista, onlin"
741,144,2,"monitor, softwar, detect, nuditi, drug, use, foul, languag, send, live, footag, occur"
742,145,2,"big, tv, attic, move, whatev, room"
743,145,2,"machin, oper, bed"
744,145,2,"devic, wash, stove, tabl"
745,145,2,"project, figur, assist, click, remot"
746,145,2,"solar, window"
747,145,2,"face, recogn, softwar"
748,145,2,cookerchef
749,145,2,"voic, recognit, softwar"
750,145,2,"handprint, recognit, front, door"
751,145,2,"featur, fridg, state, run, low, item"
752,146,2,"home, shower, adjust, desir, water, temperatur"
753,146,2,"featur, locat, commonli, misplac, item, phone, glass, wallet, key"
754,146,2,"phrase, mother, say, ever, need, help"
755,146,2,"abl, check, pet, via, video, voic"
756,146,2,"light, dim, shut, movement, room, period, time"
757,146,2,"alert, famili, bad, weather, approach"
758,146,2,"featur, dim, light, soft, music"
759,146,2,"televis, made, without, cord, show"
760,146,2,"built, siri, like, assist"
761,146,2,"abl, lock, unlock, door, locat, phone"
762,147,2,"oven, set, temperatur, cook, time"
763,147,2,lock
764,147,2,"led, touchscreen, display"
765,147,2,"gourmet, recip, bank, oven"
766,147,2,"thermostat, control, smartphon"
767,147,2,"optim, light"
768,147,2,"light, bulb, doubl, speaker"
769,147,2,"fridg, built, cool"
770,147,2,"alarm, monitor, anywher"
771,147,2,"motion, sensor"
772,139,2,"pet, food, water, refil, away"
773,139,2,"video, monitor, insid"
774,139,2,"refriger, freezer, temperatur, monitor"
775,139,2,"alert, door, lead, open, away"
776,139,2,"temperatur, adjust, insid, extern, chang, temperatur, compens"
777,139,2,"door, record, time, day, night, open"
778,139,2,"elderli, parent, vital, sign, monitor, exampl, heart, rate, long, sit, lie, immobil"
779,139,2,"abl, voic, activ, light, televis, radio"
780,139,2,"alert, run, low, common, food, item, either, fridg, cupboard"
781,139,2,"temperatur, monitor, insid, outsid, compar, temperatur, set"
782,139,2,"lower, rais, volum, TV, verbal, room"
783,150,2,"set, remind, start, laundri, alert, laundri, done"
784,150,2,"To, alert, sound, garag, open"
785,150,2,"alert, pet, leav, throught, doggi, door"
786,150,2,"shut, light, leav, room"
787,150,2,"control, water, intak, alert, go, set, use"
788,150,2,"know, kid, come, alert"
789,150,2,"turn, sprinkler, water, lawn, conjuct, mobil, devic"
790,150,2,"log, step, onto, properti, via, sensor"
791,150,2,"make, reccomend, date, new, movi, may, enjoy, remind, show, record, dvr"
792,150,2,"alert, time, meal"
793,151,2,"notifi, household, carbon, footprint, get, high"
794,151,2,"refil, pet, water, food, bowl, autom"
795,151,2,"remot, activ, anyth, even, kitchen"
796,151,2,"the, oven, talk, basic, inform"
797,151,2,"room, thermostat, sensor"
798,151,2,"phone, come, app, ring, doorbel, see, phone, tablet, comput, picturevideo, anywher"
799,151,2,"captur, pictur, alert, via, sound, text, messag, via, mobil, phone, vehicl, enter, driveway"
800,151,2,"retina, scan, front, door"
801,151,2,"close, open, prespecifi, window, shade, turn, onoff, light, around, night, day"
802,152,2,"air, puriti, control"
803,152,2,"alert, via, sound, text, messag, via, mobil, phone, person, parcel, packag, deliv, door"
804,152,2,"room, thermostat"
805,152,2,"regul, bore, well, motor"
806,152,2,"smoke, identifi"
807,152,2,"floor, heat, control"
808,152,2,"switch, electr, good, enter, room"
809,152,2,"close, open, prespecifi, window, shade, turn, onoff, light, around"
810,152,2,"automat, fan, regul"
811,152,2,"wall, mount, transmitt"
812,154,2,"daili, syllabu, studi, systemat, alert"
813,154,2,"check, room, turn, light, room"
814,154,2,"regul, motor"
815,154,2,"schedul, work"
816,154,2,"To, stop, burner"
817,154,2,"increas, heart, beat"
818,154,2,"regul, pressur"
819,154,2,"know, weather"
820,154,2,"know, shift, work"
821,154,2,"maintain, work, hour, arrang, good, teacher, free, student"
822,155,2,"photograph, voic, peopl, want, visit, record, special, tone, assign, doorbel, ring"
823,155,2,"send, alert, phone, children, cut, electron, , pm"
824,155,2,"water, temperatur, preprogram, control, voic, sensor"
825,155,2,"alert, child, start, exhibit, sign, asthma, attack, flash, red, light, human, voic, alert"
826,155,2,"control, volum, pm, turn, low, loud"
827,155,2,"program, shower, stall, cut, water, , minut, shower"
828,155,2,"preheat, oven, turn, coffeemak, "
829,155,2,"play, parent, voic, blend, sooth, music, time, babi, take, nap"
830,155,2,"sort, trash, certain, interv, extract, recycl, trash"
831,155,2,"respond, voic, ask, weather, traffic, updat, relay, inform, humanlik, voic"
832,157,2,"cat, food, bowl, fill, empti, time, feed, cat, seal, cat, eat"
833,157,2,"thermostat, decreas, sleep"
834,157,2,"notifi, go, enter, record, room"
835,157,2,"set, alarm, request"
836,157,2,"notifi, time, water, certian, plant"
837,157,2,"turn, christma, decor, night, sleep"
838,157,2,"notifi, friend, log, network"
839,157,2,"remind, day, everi, morn, get"
840,157,2,"remind, take, medicin, lay, bed, sleep"
841,157,2,"tell, load, done"
842,156,2,"shower, clean, devic, per, week"
843,156,2,"dog, food, dispens, devic, dog, bowl, time, everi, day"
844,156,2,"children, program, TV, kid, get, school"
845,156,2,"To, told, go, bed, stop, work"
846,156,2,"wnt, favorit, chair, massag, mode, get"
847,156,2,"the, shade, open, morn"
848,156,2,"the, crock, pot, turn, certain, time, day"
849,156,2,"want, light, turn, time, leav, room"
850,156,2,"car, start, say, start, car"
851,158,2,"alert, differ, elder, person, movement"
852,158,2,"gate, open, vehicl, come"
853,158,2,"notifi, detect, ga, leakag"
854,158,2,"temperatur, sensor, control, heat, hob, oven"
855,158,2,"alert, low, high, amount, sleep"
856,158,2,"emerg, alarm, send, messag, pre, select, number"
857,158,2,"light, turn, light, get, dark"
858,158,2,"featur, alert, spend, much, time, social, network"
859,158,2,"alert, spend, much, time, watch, televis"
860,158,2,"turn, air, condition, temperatur, high, sens, human, presenc, room"
861,160,2,"auto, cleaner"
862,160,2,"want, play, sooth, music, even, time"
863,160,2,"auto, humidifi, necessari"
864,160,2,"turn, light, nobodi, room, daytim"
865,160,2,"want, check, whether, close, tap"
866,160,2,"alert, someth, usual, happen, like, firesmok"
867,160,2,"monitor, babi, wake, sleep"
868,160,2,"turn, ga, earthquak, fire"
869,160,2,"alert, need, servic, fridg, wash, machin"
870,160,2,"hallway, motion, detector"
871,159,2,"new, email, list, read, wake, morn"
872,159,2,"window, close, rain"
873,159,2,"notifi, cat, sit, bath, tub, turn, tap"
874,159,2,"notifi, get, new, mail"
875,159,2,"suggest, recip, make, meal, whatev, ingredi, fridg"
876,159,2,"nice, instrument, music, get, turn, bathroom, enter"
877,159,2,"notifi, cat, use, cat, litter"
878,159,2,"notifi, stovetop, inordin, amount, time"
879,159,2,"remind, leav, left, food, water, cat"
880,159,2,"notifi, level, cat, litter, run, low"
881,162,2,"want, light, turn, , nobodi"
882,162,2,"unnessari, tap, turn"
883,162,2,"motor, switch, tank, full"
884,162,2,"light, turn, , nobodi"
885,162,2,"want, window, lock"
886,162,2,"want, get, alert, call, ga, go, finish"
887,162,2,"get, clean, outdoor"
888,162,2,"window, remain, dust, free"
889,162,2,"want, vehicl, get, auto, lock, night"
890,162,2,"get, alar, nearbi, shop, go, get, close"
891,162,2,"lock, cartoon, channel, , hour"
892,162,2,"want, get, alert, call, kid, reach"
893,169,2,"temperatur, becom, energi, effici, leav, rais, come, back"
894,169,2,"window, blind, block, sun"
895,169,2,"featur, detect, room, could, use, boost, aromatherapi"
896,169,2,"light, dim, well, chang, color"
897,169,2,"set, notifi, item, cook, kitchenrel, messag"
898,169,2,"way, view, live, stream, pet"
899,169,2,"abl, control, ad, food, water, pet, dish, remot"
900,169,2,"waterproof, screen, kitchen, look, recip, play, cook, instruct, video, without, touch"
901,169,2,"smoke, carbon, monoxid, monitor, interact, simpl, alarm, that, confus, frustrat"
902,169,2,"floor, counter, sanit"
903,170,2,"floor, detect, vaccum"
904,170,2,"dirti, cloth, hamper, take, cloth, sort, wash, specifi, time"
905,170,2,"bed, make"
906,170,2,"shower, head, wash, hair"
907,170,2,"devic, read, booknot, hover"
908,170,2,"automat, light, turn, leav, room"
909,170,2,"restock, toilet, paper"
910,170,2,"automat, garbag, detect, full, empti, curb"
911,170,2,"wash, machin, dispens, deterg, base, size, load"
912,170,2,"voic, autom, phone"
913,173,2,"trash, can, recycl, bin, return, garag, trash, pickup"
914,173,2,"sensor, detect, lie, floor, one, minut"
915,173,2,"alert, favorit, celebr, show, movi, tv"
916,173,2,"laser, light, toy, ball, appear, random, interv"
917,173,2,"alert, child, leav, bed, night"
918,173,2,"list, compil, energi, usag, per, hour, applianc, use, amount, energi"
919,173,2,"smoke, alarm, regularli, test, report, result"
920,173,2,"test, radon, level, twice, year"
921,173,2,"alert, activ, neighbor, set, extend, period, time"
922,173,2,"alert, piano, need, tune, slightli, tune"
923,167,2,"selfload, dishwash"
924,167,2,"self, scrub, carpet"
925,167,2,"tv, netflix, bathroom"
926,167,2,"solar, panel"
927,167,2,"babi, gate"
928,167,2,fridg
929,167,2,"time, orang, light"
930,167,2,"self, sanit, bathroom"
931,167,2,"motion, sensor, door"
932,167,2,dinner
933,167,2,"live, wallpap"
934,168,2,"pipe, wire, alert, leak, potenti, issu"
935,168,2,"bed, track, sleep, pattern, give, suggest"
936,168,2,"light, bulb, trigger, slowli, dim, period, half, hour, simul, sun, go"
937,168,2,"piggi, bank, track, money, ad, respond, congratul, comment"
938,168,2,"sophist, shower, control, temperatur, light, water, pressur, etc, respond, voic, command"
939,168,2,"washer, dryer, combin, machin, keep, cloth, fresh, take"
940,168,2,"refriger, catalog, item, insid, alert, long, theyv, eaten, soon"
941,168,2,"lowlevel, light, floor, potenti, wall, turn, walk, area, night"
942,168,2,"weather, devic, suggest, certain, time, would, best, certain, activi"
943,168,2,"carbon, monoxid, smoke, monitor, display, featur"
944,174,2,"An, Ac, unit, turn, reach, certain, temperatur"
945,174,2,"want, sprinkler, turn, , minut"
946,174,2,"internet, filter, adult, site"
947,174,2,"light, bulb, turn, , minut"
948,174,2,"televis, turn, everi, , hour"
949,174,2,"smoke, alarm, would, beep, batteri, get, low"
950,174,2,"door, lock"
951,174,2,"wake, work"
952,174,2,"heater, turn, temperatur, get, low"
953,174,2,"outsid, light, turn, night"
954,176,2,"let, know, dust, particul, high"
955,176,2,"secur, camera, let, know, larg, infrar, signal, night, would, know, robber"
956,176,2,"abl, call, , voic"
957,176,2,"light, turn, sens, motion"
958,176,2,"alert, energi, problem, draft, cold, air, flow, winter"
959,176,2,"alert, mold, insid, wall"
960,176,2,"tv, channel, chang, voic"
961,176,2,"scale, connect, ipad"
962,176,2,"abl, tell, electron, devic, phone, tv, remot, even, power"
963,176,2,"fridg, alert, low, milk, cereal"
964,175,2,"air, turn, walk"
965,175,2,"water, boil, pasta, say, boil, pasta"
966,175,2,"certain, type, music, play, express, mood"
967,175,2,"ding, walk, driveway"
968,175,2,"suggest, movi, loud, base, time, year"
969,175,2,"get, alarm, accident, leav, fridg, open"
970,175,2,"hear, alarm, exercis, day"
971,175,2,"devic, analys, air, let, know, clean"
972,175,2,"alarm, ring, gun, that, mine, enter"
973,175,2,"warn, let, know, low, liquor"
974,166,2,"doggi, door, open, certain, time, day"
975,166,2,"react, voic, play, movi, request"
976,166,2,"react, voic, dvr, show, show, specifi"
977,166,2,"alert, polic, tri, break"
978,166,2,"alert, fire, depart, fire, detect"
979,166,2,"alert, run, groceri, item"
980,166,2,"put, shutter, storm, come"
981,166,2,"alert, inact, long"
982,166,2,"remind, exercis, track, progress"
983,166,2,"activ, roomba, certain, time, day"
984,177,2,"detect, food, , organ"
985,177,2,"detect, either, viru, bacteria, presenc"
986,177,2,"calcul, our, walk, step, insid, individu"
987,177,2,"detect, weapon, harm, materi, insid"
988,177,2,"calcul, calori, intak, burn, possibl, way, smartphon"
989,177,2,"manag, energi, consumpt, sensor, like, particular, space, equip, go, sleep, mode"
990,177,2,"track, previou, music, interest, suggest, new, arriv, slimier, interest"
991,177,2,"detect, carbon, emiss, refrigeratormobil, radiat, levelor, radioact, particl, insid, normal, suggest, level"
992,177,2,"track, small, kid, activ, alarm, us, fall, someth, like"
993,177,2,"track, time, base, activ, prepar, regard, thatfor, exampl, three, day, walk, turn, water, heater, fourth, day, turn, wake, like"
994,181,2,"alert, exterior, door, open"
995,181,2,"alarm, sound, TV, still, power, leav"
996,181,2,"alarm, sound, garag, door, left, open, car, entersexit"
997,181,2,"relax, music, play, night"
998,181,2,"alarm, come, driveway"
999,181,2,"notif, dog, sit, door, wait, go, outsid"
1000,181,2,"notif, water, collect, basement"
1001,181,2,"light, gradual, come, morn"
1002,181,2,"alarm, toilet, close, overflow"
1003,181,2,"alarm, comput, connect, bedtim"
1004,182,2,"applianc, turn, peopl, leav, room"
1005,182,2,"carbon, dioxid, detector"
1006,182,2,"auto, shut, featur, everyth, leav"
1007,182,2,"main, live, room, tv, turn, time, get"
1008,182,2,"auto, turn, featur, stove, left, long"
1009,182,2,"auto, food, fill, dog"
1010,182,2,"bill, remind"
1011,182,2,"auto, featur, remind, chang, water, sofner"
1012,182,2,"phone, tell, someon, within, yard, front, door"
1013,182,2,"alert, run, medic"
1014,184,2,"notifi, dog, make, mess"
1015,184,2,"timer, electron"
1016,184,2,"freezer, adjust, temperatur, base, room, temperatur"
1017,184,2,"soap, dispens, alert, use, sink, forget, soap"
1018,184,2,"plant, water, gadget, detect, water, need"
1019,184,2,"alarm, alert, dog, bowl, need, clean"
1020,184,2,"lightli, heat, window"
1021,184,2,"dehumidifi, system, room"
1022,184,2,"light, sensor, turn, , minut, detect, room"
1023,184,2,"alarm, system, door, alert, door, unlock, pm, remind, lock"
1024,185,2,"start, laundri, sens, full, load, cloth"
1025,185,2,"use, facial, regongnit, unidentifi, peopl, properti"
1026,185,2,"abl, control, devic, one, remotephon"
1027,185,2,"abl, adjust, light, matter"
1028,185,2,"abl, vacuum, carpet, notic, debri"
1029,185,2,"water, indoor, plant, becom, dri"
1030,185,2,"abl, contact, intercom, cell, phone"
1031,185,2,"adjust, blind, get, light, dark"
1032,185,2,"heat, oven"
1033,185,2,"run, bath, tub, optim, temperatur"
1034,188,2,"voiceactiv, cook"
1035,188,2,"voic, activ, light, switch"
1036,188,2,"sound, everi, room"
1037,188,2,"household, alarm, clock"
1038,188,2,"solar, panel"
1039,188,2,"burglar, alarm"
1040,188,2,"camera, child, room"
1041,188,2,"fit, center"
1042,188,2,"self, clean"
1043,188,2,"temperatur, regul"
1044,191,2,"oven, preheat, get"
1045,191,2,"know, rain, last, day, run, sprinkler"
1046,191,2,"furnac, chang, filter, storag, , rotat, everi, month"
1047,191,2,"integr, phone, tell, need, servic, repair, someth"
1048,191,2,"music, everywher, guest"
1049,191,2,"notif, water, level, low, hot, tub"
1050,191,2,"notif, run, low, certain, food, item"
1051,191,2,"coffe, maker, perpar, next, mornign, water, coffe"
1052,191,2,"dog, fed, time, everi, day"
1053,191,2,"door, open, dog, door"
1054,190,2,"alarm, fridg, door, left, open, long, period, time"
1055,190,2,"outsid, video, camera, turn, motion, light, activ"
1056,190,2,"car, send, alert, smartphon, forget, lock"
1057,190,2,"nightlight, turn, smartphon, child, asleep"
1058,190,2,"TV, turn, time, channel, volum"
1059,190,2,"coffe, maker, start, smartphon"
1060,190,2,"featur, alert, fenc, gate, open"
1061,190,2,"alert, TV, receiv, email, boss"
1062,190,2,"garag, door, shut, open, specifi, time"
1063,190,2,"way, remot, enabl, disabl, electron, devic, children, use"
1064,192,2,"voic, recognit, door, programm, multipl, user, If, dog, bark, differ, enough, softwar, exist, tell, apart, Id, program, dog, could, get, back, yard, nobodi"
1065,192,2,"full, interact, voic, recognit, throughout, think, sarah, eureka, link, phone"
1066,192,2,"carpet, absorb, selfclean, spill, crumb, set, time, tilehardwood, floor, kitchen, bath, basement, etc, selfclean, night, variabl, static, charg, move, loos, particl, garbag, recepticl, target, stain, remov"
1067,192,2,"fulli, autom, laundri, hamper, bedroom, move, cloth, sort, area, via, conduit, insid, wall, must, abl, sort, color, fabric, type, wash, instruct, onc, full, load, avail, move, washer, sens, cloth, appli, correct, set, when, clean, cloth, move, dryer, sens, appli, appropri, set, fold, still, seem, like, someth, need, human, touch, could, program, identifi, cloth, belong, famili, member, sort, accordingli, fold, put, away, remain, human, hand, system, could, also, optim, get, cloth, clean, minim, use, water, laundri, soap"
1068,192,2,"facial, recognitionoth, identifi, insid, door"
1069,192,2,"integr, refriger, freezer, deep, freezer, kitchen, cupboard, pantri, storag, sens, recogn, content, usag, gener, shop, list, program, interv, demand, programm, month, advanc, menu, idea, recip, etc, includ, need, ingredi, shop, list"
1070,192,2,"voiceinteract, softwar, stove, oven, food, processor, bakingcook, time, set, alert, turnchecktak, outetc, system, recogn, variou, state, done, shut, offopen, prevent, overcook"
1071,192,2,"softwar, integr, refriger, cook, applianc, exercis, equip, bike, fitbit, fulli, track, calori, consum, burn, muscl, develop, hydrat, factor, relat, health, weight, loss, remind, take, daili, vitamin, supplement"
1072,192,2,"adapt, sound, insul, around, music, room, room, doesnt, sound, dead, like, get, tradit, sound, insul"
1073,192,2,"On, demand, fulli, interact, learn, medic, inform, sensor, recogn, alert, fever, injuri, infect, abnorm, famili, member, abil, contact, doctor, offic, send, report, person, condit, doctor, either, prescrib, need, medic, talk, set, appoint"
1074,193,2,"alert, freezer, malfunct"
1075,193,2,"alert, cabinet, lock, cabinet, door, broken, open"
1076,193,2,"alert, malfunct, applianc"
1077,193,2,"alert, comput, breach, around"
1078,193,2,"thermostat, know, want, cooler, warmer"
1079,193,2,"stove, start, push, button, heat, water, set, stove"
1080,193,2,"window, cleaner"
1081,193,2,"shower, tell, exceed, time, limit, five, minut, whatev, set"
1082,193,2,"ga, detector"
1083,193,2,garag
1084,195,2,"water, shower, shut, , minut"
1085,195,2,"alarm, go, child, get, within, , feet, pool"
1086,195,2,"self, clean, toilet"
1087,195,2,"turn, interior, christma, light, leav"
1088,195,2,"abl, project, imag, tv, screen, onto, wall"
1089,195,2,"lockunlock, door, fingerprint, touchscreen"
1090,195,2,"alarm, go, dog, stand, door, , second"
1091,195,2,"babi, room, play, sooth, music, start, cri"
